"","season","player.name","player.position","player.age","player.nationality","from.name","from.country","from.league","to.name","to.country","to.league","transfer.value"
"8426","2019/2020","Serafin Szota","Centre-Back","20","Poland","Zaglebie Lubin","Poland","Ekstraklasa","Wisla Kraków","Poland","Ekstraklasa","?"
"8427","2019/2020","Abdelkader Mehdi Meziane","Centre-Forward","26","Algeria","ES Mostaganem","Algeria","","NC Magra","Algeria","Ligue Professionnelle 1","?"
"8428","2019/2020","Yali Dellahi","Defensive Midfield","21","Mauritania","DRB Tadjenanet","Algeria","","NA Hussein Dey","Algeria","Ligue Professionnelle 1","?"
"8429","2019/2020","Lucão","Goalkeeper","21","Brazil","Ferroviária","Brazil","","Ipatinga FC","Brazil","","?"
"8430","2019/2020","Marcelo Cristian","Right-Back","25","Brazil","Iraty SC","Brazil","","","","","?"
"8431","2019/2020","Taiki Hirato","Right Midfield","22","Japan","Kashima Antlers","Japan","J1 League","Machida Zelvia","Japan","J2 League","?"
"8432","2019/2020","Tiago Djaló","Centre-Back","19","Portugal","AC Milan","Italy","Serie A","LOSC Lille","France","Ligue 1","?"
"8433","2019/2020","Arbi Mogaadi","Midfielder","","Tunisia","CO Medenine","Tunisia","","ES Zarzis","Tunisia","","?"
"8434","2019/2020","Juninho","Right Winger","22","Brazil","Athletico-PR B","Brazil","","Estoril","Portugal","Liga Pro","?"
"8435","2019/2020","Moses Mawa","Centre-Forward","22","Norway","KFUM Oslo","Norway","OBOS-ligaen","Strømsgodset","Norway","Eliteserien","?"
"8436","2019/2020","Matías Cóccaro","Centre-Forward","21","Uruguay","Villa Teresa","Uruguay","Segunda División","CA Torque","Uruguay","Segunda División","?"
"8437","2019/2020","Nino Abadzija","Goalkeeper","24","Bosnia-Herzegovina","NK Visoko","Bosnia-Herzegovina","","","","","?"
"8438","2019/2020","Luca Santini","Right-Back","19","Italy","Perugia U19","Italy","Primavera 2b","Trestina","Italy","Serie D - E","?"
"8439","2019/2020","Mohamed Hichem Attouche","Centre-Forward","23","Algeria","DRB Tadjenanet","Algeria","","USM El Harrach","Algeria","","?"
"8440","2019/2020","Gabriel Rodríguez","Centre-Back","22","Uruguay","Tacuarembó","Uruguay","Segunda División","","","","?"
"8441","2019/2020","Valeri Kuridze","Centre-Forward","24","Georgia","Rimavska Sobota","Slovakia","","FC Džiugas","Lithuania","","?"
"8442","2019/2020","Belaid Hamidi","Attacking Midfield","23","Algeria","MC Saida","Algeria","","JS Saoura","Algeria","Ligue Professionnelle 1","?"
"8443","2019/2020","Sladjan Rakic","Centre-Back","20","Serbia","Spartak","Serbia","Linglong Tire Super liga Srbije","Smederevo","Serbia","Prva liga","?"
"8444","2019/2020","Blazej Skorski","Central Midfield","19","Poland","Miedz Legnica","Poland","1 Liga","NKP Podhale","Poland","3 Liga - Group IV","?"
"8445","2019/2020","Stefan Visic","Forward","21","Serbia","Lucenec","Slovakia","","Frydek-Mistek","Czech Republic","MSFL","?"
"8446","2019/2020","Sam Ilin","Goalkeeper","19","United States","NY RB Academy","United States","","Marist College","United States","","?"
"8447","2019/2020","Devis Nossa","Centre-Back","34","Italy","Albissola","Italy","","","","","-"
"8448","2019/2020","Marco Zambelli","Right-Back","33","Italy","Foggia","Italy","Serie D - H","","","","-"
"8449","2019/2020","Leandro Greco","Central Midfield","32","Italy","Foggia","Italy","Serie D - H","","","","-"
"8450","2019/2020","Chico","Centre-Back","32","Spain","","","","CF Fuenlabrada","Spain","LaLiga2","-"
"8451","2019/2020","Matteo Rubin","","32","Italy","Foggia","Italy","Serie D - H","","","","-"
"8452","2019/2020","Denis Tonucci","Centre-Back","30","Italy","Foggia","Italy","Serie D - H","","","","-"
"8453","2019/2020","Fran Rico","Central Midfield","31","Spain","Granada CF","Spain","LaLiga","","","","-"
"8454","2019/2020","Oriol Santos","Centre-Forward","32","Spain","Girona FC B","Spain","","","","","-"
"8455","2019/2020","Cléber","Left Midfield","33","Brazil","","","","SKF Sered","Slovakia","Fortuna Liga","-"
"8456","2019/2020","Abdelaziz Barrada","Attacking Midfield","30","Morocco","Antalyaspor","Turkey","Süper Lig","","","","-"
"8457","2019/2020","Sidnei","Defensive Midfield","31","Brazil","Cianorte","Brazil","","","","","-"
"8458","2019/2020","Júnior Dutra","Centre-Forward","31","Brazil","Corinthians","Brazil","Série A","","","","-"
"8459","2019/2020","Gerônimo","Right-Back","30","Brazil","Cianorte","Brazil","","","","","-"
"8460","2019/2020","Francesco Nicastro","Right Winger","27","Italy","Foggia","Italy","Serie D - H","","","","-"
"8461","2019/2020","Luis Gil","Attacking Midfield","25","United States","","","","Viktoria Zizkov","Czech Republic","FNL","-"
"8462","2019/2020","Osman Simsek","Goalkeeper","28","Turkey","","","","Gebzespor","Turkey","","-"
"8463","2019/2020","Lucas Melano","Centre-Forward","26","Argentina","Timbers","United States","MLS","","","","-"
"8464","2019/2020","Francesco Fedato","Left Winger","26","Italy","Foggia","Italy","Serie D - H","","","","-"
"8465","2019/2020","Robin Adamczyk","Central Midfield","22","Germany","FC Chiasso","Switzerland","Challenge League","","","","-"
"8466","2019/2020","Marcão","Goalkeeper","31","Brazil","ASA","Brazil","","","","","-"
"8467","2019/2020","Andries Noppert","Goalkeeper","25","Netherlands","Foggia","Italy","Serie D - H","","","","-"
"8468","2019/2020","Furkan Simsek","Defensive Midfield","21","Turkey","","","","Fethiyespor","Turkey","3.Lig Grup 2","-"
"8469","2019/2020","Andrea Marcucci","Defensive Midfield","20","Italy","Foggia","Italy","Serie D - H","","","","-"
"8470","2019/2020","Giuseppe Loiacono","Right-Back","27","Italy","Foggia","Italy","Serie D - H","","","","-"
"8471","2019/2020","Vitinho","Left Midfield","31","Brazil","Real Noroeste","Brazil","","","","","-"
"8472","2019/2020","Jaell Hattu","Central Midfield","21","Netherlands","PSV U21","Netherlands","Keuken Kampioen Divisie","","","","-"
"8473","2019/2020","Nurik Gadzhiev","Centre-Forward","22","Russia","Legion-Dinamo","Russia","PFL South","","","","-"
"8474","2019/2020","Vadim Larionov","Centre-Forward","22","Russia","Dolgoprudnyi","Russia","PFL West","","","","-"
"8475","2019/2020","Julio Iricibar","Goalkeeper","25","Spain","CD Izarra","Spain","2ª B - Grupo II","","","","-"
"8476","2019/2020","Fabio Cabrini","Right Winger","20","Italy","Acc.Borgomanero","Italy","","","","","-"
"8477","2019/2020","Ali Keïta","Left-Back","30","Cote d'Ivoire","FC Le Mans","France","Ligue 2","","","","-"
"8478","2019/2020","Antonio Lukanovic","Centre-Forward","21","Croatia","NK Olimpija","Slovenia","Prva Liga","","","","-"
"8479","2019/2020","Jhon Méndez","Attacking Midfield","33","Colombia","","","","Jaguares FC","Colombia","Liga Águila II","-"
"8480","2019/2020","Denis Omic","Centre-Back","20","Austria","Roma U19","Italy","Primavera 1","","","","-"
"8481","2019/2020","Jean Claude Essomba","Centre-Forward","26","Cameroon","C. Elblag","Poland","3 Liga - Group I","","","","-"
"8482","2019/2020","Milos Acimovic","Left Winger","21","Bosnia-Herzegovina","Zrinjski Mostar","Bosnia-Herzegovina","Premijer Liga","","","","-"
"8483","2019/2020","Tristan Muyumba","Defensive Midfield","22","France","Monaco B","Monaco","","","","","-"
"8484","2019/2020","Abdulah Jahic","Attacking Midfield","21","Bosnia-Herzegovina","J. Bihac","Bosnia-Herzegovina","Prva liga FBIH","","","","-"
"8485","2019/2020","Tyler Garratt","Left-Back","22","England","Doncaster","England","League One","","","","-"
"8486","2019/2020","Julián Bartos","Left Winger","22","Hungary","Mosonmagyaróvár","Hungary","","","","","-"
"8487","2019/2020","Stefano Greco","Goalkeeper","20","Italy","Roma U19","Italy","Primavera 1","AS Roma","Italy","Serie A","-"
"8488","2019/2020","Jorgo Muca","Goalkeeper","21","Albania","PAOK Salonika","Greece","Super League","","","","-"
"8489","2019/2020","Dimitrios Polychronis","Right-Back","25","Greece","Panachaiki","Greece","","","","","-"
"8490","2019/2020","Nikola Zvrko","Centre-Forward","24","Montenegro","Iskra D.","Montenegro","Telekom 1. CFL","","","","-"
"8491","2019/2020","Hugo Neto","Centre-Forward","22","Portugal","Zimbru Chisinau","Moldova","Divizia Nationala","","","","-"
"8492","2019/2020","Abdurrahman Canli","Right-Back","22","Turkey","Fenerbahce U21","Turkey","","Fenerbahce","Turkey","Süper Lig","-"
"8493","2019/2020","Niall Mason","Right-Back","22","England","","","","Peterborough","England","League One","-"
"8494","2019/2020","Andrea Gulli","Right-Back","21","Italy","Albissola","Italy","","","","","-"
"8495","2019/2020","Paolo Pellegrino","Goalkeeper","21","Italy","Taranto","Italy","Serie D - H","","","","-"
"8496","2019/2020","Alexandros Triantafyllopoulos","Centre-Back","22","Greece","Panathinaikos","Greece","Super League","","","","-"
"8497","2019/2020","Romain Correia","Centre-Back","19","Portugal","Guimarães B","Portugal","","Vit. Guimarães","Portugal","Liga NOS","-"
"8498","2019/2020","Bradley Martis","Left-Back","20","Curacao","Sparta R.","Netherlands","Eredivisie","Sparta U21","Netherlands","Second Division","-"
"8499","2019/2020","Akram Salhi","Attacking Midfield","22","Netherlands","Barendrecht","Netherlands","Derde Divisie Saturday","","","","-"
"8500","2019/2020","Lorenzo Soares Fonseca","Centre-Back","21","Netherlands","Sparta R.","Netherlands","Eredivisie","Sparta U21","Netherlands","Second Division","-"
"8501","2019/2020","Serkan Bakan","Attacking Midfield","18","Turkey","Göztepe U21","Turkey","","Göztepe U19","Turkey","Türkiye Ligi U19 Elit A","-"
"8502","2019/2020","Ilya Ivanov","Left-Back","20","Russia","Arsenal Tula II","Russia","U20 Premier Liga","","","","-"
"8503","2019/2020","Plarent Fejzaj","Right Midfield","21","Albania","FC Kamza","Albania","","","","","-"
"8504","2019/2020","Süleyman Günes","Centre-Forward","22","Turkey","Altinordu U21","Turkey","","Altinordu","Turkey","1.Lig","-"
"8505","2019/2020","Danylo Sikan","Centre-Forward","18","Ukraine","Shakhtar II","Ukraine","","Shakhtar D.","Ukraine","Premier Liga","-"
"8506","2019/2020","Selim Özeren","Attacking Midfield","20","Turkey","Elazigspor ","Turkey","2.Lig Kirmizi","","","","-"
"8507","2019/2020","Hadji Barry","Centre-Forward","26","Guinea","Kiryat Shmona","Israel","Ligat ha'Al","","","","-"
"8508","2019/2020","Paolo Argomenti","Attacking Midfield","21","Italy","FC Messina","Italy","Serie D - I","","","","-"
"8509","2019/2020","Lucas Pos","Centre-Back","21","United States","Team Vaud U21","Switzerland","1. Liga gr. 1","","","","-"
"8510","2019/2020","Ensar Hajrovic","Right Midfield","21","Switzerland","FK Tuzla City","Bosnia-Herzegovina","Premijer Liga","","","","-"
"8511","2019/2020","Yao Dieudonne","Left Midfield","22","Cote d'Ivoire","Odense BK","Denmark","Superligaen","","","","-"
"8512","2019/2020","Armen Hovhannisyan","Centre-Forward","19","Armenia","Michalovce U19","Slovakia","","Michalovce","Slovakia","Fortuna Liga","-"
"8513","2019/2020","Mitchel Keulen","Left-Back","20","Netherlands","Roda JC U21","Netherlands","BeloftenPreliminary Round","Roda JC","Netherlands","Keuken Kampioen Divisie","-"
"8514","2019/2020","Alexandre Nsakala","Right-Back","19","France","FC Sochaux B","France","","FC Sochaux","France","Ligue 2","-"
"8515","2019/2020","Heorhii Tsitaishvili","Right Winger","18","Ukraine","Dynamo Kyiv II","Ukraine","","Dynamo Kyiv","Ukraine","Premier Liga","-"
"8516","2019/2020","Jonas Brändle","Left-Back","19","Germany","Heidenheim U19","Germany","U19-Bundesliga Süd/Südwest","1.FC Heidenheim","Germany","2. Bundesliga","-"
"8517","2019/2020","Alessandro Busti","Goalkeeper","19","Canada","Juventus U23","Italy","Serie C - A","","","","-"
"8518","2019/2020","Gökay Eser","Right Winger","19","Turkey","Göztepe U21","Turkey","","Göztepe","Turkey","Süper Lig","-"
"8519","2019/2020","Wanderson","Left-Back","27","Brazil","Sabah FK","Azerbaijan","Premyer Liqasi","","","","-"
"8520","2019/2020","Thomas Vasileiou","Right Winger","24","Greece","Volos NPS","Greece","Super League","","","","-"
"8521","2019/2020","Noah Berchtold","Goalkeeper","19","Switzerland","FC Sion","Switzerland","Super League","","","","-"
"8522","2019/2020","Mattia Scevola","Goalkeeper","22","Italy","Ascoli","Italy","Serie B","","","","-"
"8523","2019/2020","Jofre Cherta","Central Midfield","18","Spain","CF Peralada","Spain","","Girona FC B","Spain","","-"
"8524","2019/2020","Leonardo Ferri","Left-Back","19","Italy","Classe","Italy","","","","","-"
"8525","2019/2020","Alessandro Monaco","Centre-Back","20","Italy","Classe","Italy","","","","","-"
"8526","2019/2020","Prosper Mendy","Left-Back","23","France","CD Badajoz","Spain","2ª B - Grupo IV","","","","-"
"8527","2019/2020","Dmitri Novichikhin","Right Midfield","20","Russia","Lada Togliatti","Russia","PFL Ural-Povolzje","","","","-"
"8528","2019/2020","Stanislav Perederiy","Defensive Midfield","19","Russia","Energia V. Luki","Russia","PFL West","","","","-"
"8529","2019/2020","Magomednabi Kazhlaev","Defensive Midfield","22","Russia","SKA Rostov","Russia","PFL South","","","","-"
"8530","2019/2020","Niyaz Gulmutdinov","Goalkeeper","17","Russia","KamAZ","Russia","PFL Ural-Povolzje","KamAZ II","Russia","","-"
"8531","2019/2020","Dinar Khaybullin","Left-Back","22","Russia","KamAZ","Russia","PFL Ural-Povolzje","","","","-"
"8532","2019/2020","Ilke Nelik","Left-Back","19","Turkey","Akhisarspor U21","Turkey","","Akhisarspor","Turkey","1.Lig","-"
"8533","2019/2020","Gökmen Aydogdu","Right-Back","18","Turkey","Akhisarspor U21","Turkey","","Akhisarspor","Turkey","1.Lig","-"
"8534","2019/2020","Göksu Mutlu","Centre-Back","20","Turkey","Akhisarspor U21","Turkey","","Akhisarspor","Turkey","1.Lig","-"
"8535","2019/2020","Yavuz Serkan Özbakan","Defensive Midfield","19","Turkey","Akhisarspor U21","Turkey","","Akhisarspor","Turkey","1.Lig","-"
"8536","2019/2020","Osman Güler","Centre-Back","21","Turkey","Y. Malatya U21","Turkey","","Y. Malatyaspor","Turkey","Süper Lig","-"
"8537","2019/2020","Halim Savas Terry","Left Winger","21","Turkey","Antalyaspor U21","Turkey","","Antalyaspor","Turkey","Süper Lig","-"
"8538","2019/2020","Yavuz Alemdar","Right Winger","20","Turkey","Antalyaspor U21","Turkey","","","","","-"
"8539","2019/2020","Yasin Akkuru","Centre-Back","19","Turkey","Ümraniyespor","Turkey","1.Lig","","","","-"
"8540","2019/2020","Bugra Saral","Left-Back","19","Turkey","Ümraniyespor","Turkey","1.Lig","","","","-"
"8541","2019/2020","Olaf Kok","Centre-Forward","17","Netherlands","Go Ahead U19","Netherlands","","Go Ahead U21","Netherlands","BeloftenPreliminary Round","-"
"8542","2019/2020","Viktor Kozyrev","Goalkeeper","19","Russia","Veles Moskau","Russia","PFL West","","","","-"
"8543","2019/2020","Vladislav Vasilyuk","Centre-Back","19","Russia","FK Kaluga","Russia","PFL Central","FK Kaluga II","Russia","","-"
"8544","2019/2020","Maksim Levitin","Right Midfield","21","Russia","FK Kaluga","Russia","PFL Central","","","","-"
"8545","2019/2020","Lucas Ribeiro Costa","Left Winger","20","Brazil","Valenciennes FC","France","Ligue 2","","","","-"
"8546","2019/2020","Dauren Shadiev","Centre-Back","22","Russia","Volgar","Russia","PFL South","","","","-"
"8547","2019/2020","Diadie Samassékou","Defensive Midfield","23","Mali","RB Salzburg","Austria","Bundesliga","TSG Hoffenheim","Germany","Bundesliga","£10.80m"
"8548","2019/2020","Nasser El Khayati","Attacking Midfield","30","Netherlands","ADO Den Haag","Netherlands","Eredivisie","Qatar SC","Qatar","Stars League","£1.53m"
"8549","2019/2020","Bruno Duarte","Centre-Forward","23","Brazil","FK Lviv","Ukraine","Premier Liga","Vit. Guimarães","Portugal","Liga NOS","£540k"
"8550","2019/2020","Hadzhyaga Hadzhyly","Defensive Midfield","21","Azerbaijan","FK Qabala","Azerbaijan","Premyer Liqasi","Qarabag Agdam","Azerbaijan","Premyer Liqasi","£180k"
"8551","2019/2020","Aziz","Centre-Forward","20","Ghana","Vizela","Portugal","","Vit. Guimarães","Portugal","Liga NOS","£180k"
"8552","2019/2020","Federico Furlan","Right Midfield","28","Italy","Sampdoria","Italy","Serie A","Ternana","Italy","Serie C - C","£171k"
"8553","2019/2020","Andri Rúnar Bjarnason","Centre-Forward","28","Iceland","Helsingborg","Sweden","Allsvenskan","1.FC K'lautern","Germany","3. Liga","£171k"
"8554","2019/2020","Hugo Magallanes","Centre-Back","21","Uruguay","Cerro Largo","Uruguay","Torneo Intermedio","Nacional","Uruguay","Torneo Intermedio","£161k"
"8555","2019/2020","Lazarous Kambole","Centre-Forward","25","Zambia","ZESCO United FC","Zambia","","Kaizer Chiefs","South Africa","ABSA Premiership","£160k"
"8556","2019/2020","Andreas Hirzel","Goalkeeper","26","Switzerland","FC Vaduz","Liechtenstein","Challenge League","FC Thun","Switzerland","Super League","£158k"
"8557","2019/2020","Lindsay Rose","Centre-Back","27","Mauritius","FC Lorient","France","Ligue 2","Aris Saloniki","Greece","Super League","£153k"
"8558","2019/2020","Nermin Hodzic","Central Midfield","24","Bosnia-Herzegovina","NK Domzale","Slovenia","Prva Liga","Adana Demirspor","Turkey","1.Lig","£153k"
"8559","2019/2020","Omar Arjoune","Defensive Midfield","23","Morocco","Ittihad Tanger","Morocco","Botola Pro","Raja Casablanca","Morocco","Botola Pro","£153k"
"8560","2019/2020","Mario Maloca","Centre-Back","30","Croatia","Greuther Fürth","Germany","2. Bundesliga","Lechia Gdansk","Poland","Ekstraklasa","£135k"
"8561","2019/2020","Román Golobart","Centre-Back","27","Spain","Nea Salamis","Cyprus","First Division","Maccabi Netanya","Israel","Ligat ha'Al","£135k"
"8562","2019/2020","Mike Bähre","Attacking Midfield","23","Germany","Hannover 96","Germany","2. Bundesliga","Barnsley FC","England","Championship","£135k"
"8563","2019/2020","Ramon Pascal Lundqvist","Attacking Midfield","22","Sweden","NAC Breda","Netherlands","Keuken Kampioen Divisie","FC Groningen","Netherlands","Eredivisie","£135k"
